-2.100000000000000000e+01,5.034272996263402522e-01
-2.089999999999999858e+01,4.658608501265890101e-01
-2.080000000000000071e+01,4.498325281861262903e-01
-2.069999999999999929e+01,4.977639625717272809e-01
-2.060000000000000142e+01,4.601925163107424277e-01
-2.050000000000000000e+01,5.195295978696627959e-01
-2.039999999999999858e+01,5.106629019800209557e-01
-2.030000000000000071e+01,5.515232175988972196e-01
-2.019999999999999929e+01,5.504179683387395716e-01
-2.010000000000000142e+01,5.430282565003188289e-01
-2.000000000000000000e+01,5.830536505702372807e-01
-1.989999999999999858e+01,4.891697734478699933e-01
-1.980000000000000071e+01,5.423873118437350094e-01
-1.969999999999999929e+01,5.597384788738078987e-01
-1.960000000000000142e+01,5.531900235343657490e-01
-1.950000000000000000e+01,5.484552379069436157e-01
-1.939999999999999858e+01,5.855804407853809623e-01
-1.930000000000000071e+01,5.894293345902597014e-01
-1.919999999999999929e+01,5.164302976736034889e-01
-1.910000000000000142e+01,6.039380192151083682e-01
-1.900000000000000000e+01,5.286594703432661024e-01
-1.889999999999999858e+01,5.150635228360744833e-01
-1.880000000000000071e+01,4.562807520120774063e-01
-1.869999999999999929e+01,5.168999730045131802e-01
-1.860000000000000142e+01,5.113912862444713880e-01
-1.850000000000000000e+01,5.368699649248600547e-01
-1.839999999999999858e+01,5.427281026285977195e-01
-1.830000000000000071e+01,5.771338057112525011e-01
-1.819999999999999929e+01,5.526786874114131276e-01
-1.810000000000000142e+01,5.358057529081654558e-01
-1.800000000000000000e+01,4.881779409510670353e-01
-1.789999999999999858e+01,4.773360802599929675e-01
-1.780000000000000071e+01,4.062493502202181306e-01
-1.769999999999999929e+01,4.449421063727251879e-01
-1.760000000000000142e+01,4.357721595498498246e-01
-1.750000000000000000e+01,3.913839610118980961e-01
-1.739999999999999858e+01,3.392112484305063735e-01
-1.730000000000000071e+01,3.477938626806943434e-01
-1.719999999999999929e+01,3.437143309475693687e-01
-1.710000000000000142e+01,3.499942876267385095e-01
-1.700000000000000000e+01,3.086084707241706360e-01
-1.689999999999999858e+01,3.842827053611579946e-01
-1.680000000000000071e+01,3.679445498163160799e-01
-1.669999999999999929e+01,3.275519206552934270e-01
-1.660000000000000142e+01,4.217601265866355864e-01
-1.650000000000000000e+01,3.442589380525226117e-01
-1.639999999999999858e+01,4.321747207397518831e-01
-1.630000000000000071e+01,4.253463235662290343e-01
-1.619999999999999929e+01,4.391541573770197937e-01
-1.610000000000000142e+01,4.505931088460071732e-01
-1.600000000000000000e+01,4.596988250581363067e-01
-1.590000000000000036e+01,5.000504475369041968e-01
-1.580000000000000071e+01,4.961255086598059805e-01
-1.569999999999999929e+01,5.401805162295736373e-01
-1.559999999999999964e+01,5.236109925856962111e-01
-1.550000000000000000e+01,5.960716723585709476e-01
-1.540000000000000036e+01,6.568407432590530615e-01
-1.530000000000000071e+01,6.154515883220350592e-01
-1.519999999999999929e+01,6.620985771852297974e-01
-1.509999999999999964e+01,6.704886261718480123e-01
-1.500000000000000000e+01,6.335995236770679551e-01
-1.490000000000000036e+01,6.477296997939138157e-01
-1.480000000000000071e+01,6.581706368913663452e-01
-1.469999999999999929e+01,7.881926684908843184e-01
-1.459999999999999964e+01,1.081276035185841700e+00
-1.450000000000000000e+01,1.370881886915250369e+00
-1.440000000000000036e+01,1.410610118906862498e+00
-1.430000000000000071e+01,1.252660729385434824e+00
-1.419999999999999929e+01,1.176166584745479637e+00
-1.409999999999999964e+01,8.668154031482169231e-01
-1.400000000000000000e+01,8.119150312542314785e-01
-1.390000000000000036e+01,8.670267723928575254e-01
-1.380000000000000071e+01,9.946631116821583740e-01
-1.369999999999999929e+01,1.046223845684205456e+00
-1.359999999999999964e+01,1.000294689749466892e+00
-1.350000000000000000e+01,1.021750023242335104e+00
-1.340000000000000036e+01,1.044177986652283341e+00
-1.330000000000000071e+01,9.976638331673537419e-01
-1.319999999999999929e+01,9.626809633103491359e-01
-1.309999999999999964e+01,1.119705597944773645e+00
-1.300000000000000000e+01,1.094764758124840753e+00
-1.290000000000000036e+01,1.077377978536237402e+00
-1.280000000000000071e+01,1.087171759051772213e+00
-1.269999999999999929e+01,9.968848551315435680e-01
-1.259999999999999964e+01,9.878652132303450406e-01
-1.250000000000000000e+01,1.003000415096078290e+00
-1.240000000000000036e+01,1.005610135422731144e+00
-1.230000000000000071e+01,9.435563741435594176e-01
-1.219999999999999929e+01,9.892422043751553096e-01
-1.209999999999999964e+01,1.029203756812504089e+00
-1.200000000000000000e+01,1.005459872604495875e+00
-1.190000000000000036e+01,1.096428095780883183e+00
-1.180000000000000071e+01,1.135121564562221685e+00
-1.169999999999999929e+01,9.993019942732501715e-01
-1.159999999999999964e+01,1.052107900799428730e+00
-1.150000000000000000e+01,1.143593949758445749e+00
-1.140000000000000036e+01,1.162017003804423076e+00
-1.130000000000000071e+01,1.083649012791388255e+00
-1.119999999999999929e+01,1.062804469471767987e+00
-1.109999999999999964e+01,1.078677680122333893e+00
-1.100000000000000000e+01,1.105051087115292319e+00
-1.090000000000000036e+01,1.134469100595657753e+00
-1.080000000000000071e+01,1.132392233196828801e+00
-1.069999999999999929e+01,1.132738440191721541e+00
-1.059999999999999964e+01,1.068991976441760361e+00
-1.050000000000000000e+01,1.052269692445003901e+00
-1.040000000000000036e+01,1.104366568342949328e+00
-1.030000000000000071e+01,1.043122993315214408e+00
-1.019999999999999929e+01,1.130542001181551015e+00
-1.009999999999999964e+01,1.109012435523417217e+00
-1.000000000000000000e+01,1.067030849333280962e+00
-9.900000000000000355e+00,1.087175089175404397e+00
-9.800000000000000711e+00,1.089861651681884869e+00
-9.699999999999999289e+00,1.110076331380360104e+00
-9.599999999999999645e+00,1.052268666019525067e+00
-9.500000000000000000e+00,1.051286358694614398e+00
-9.400000000000000355e+00,1.153460466518841931e+00
-9.300000000000000711e+00,1.052063099275077240e+00
-9.199999999999999289e+00,1.102043675151508806e+00
-9.099999999999999645e+00,1.061206385116480355e+00
-9.000000000000000000e+00,1.166061457823648340e+00
-8.900000000000000355e+00,1.110300424389064400e+00
-8.800000000000000711e+00,1.111316271877117678e+00
-8.699999999999999289e+00,1.071660921200087602e+00
-8.599999999999999645e+00,1.093736752758398101e+00
-8.500000000000000000e+00,1.191047323969216976e+00
-8.400000000000000355e+00,1.069411533626439148e+00
-8.300000000000000711e+00,1.121101047515111304e+00
-8.199999999999999289e+00,1.124063487101395031e+00
-8.099999999999999645e+00,1.058254221042388643e+00
-8.000000000000000000e+00,1.116585280969785154e+00
-7.900000000000000355e+00,1.163222993448048470e+00
-7.799999999999999822e+00,1.263343721777606454e+00
-7.700000000000000178e+00,1.165137967968982391e+00
-7.599999999999999645e+00,1.145043645014508060e+00
-7.500000000000000000e+00,1.173067127227876094e+00
-7.400000000000000355e+00,1.131762505645386607e+00
-7.299999999999999822e+00,1.162079445619978113e+00
-7.200000000000000178e+00,1.163341838441142251e+00
-7.099999999999999645e+00,1.182083135331354562e+00
-7.000000000000000000e+00,1.145114313200351619e+00
-6.900000000000000355e+00,1.165990951535460951e+00
-6.799999999999999822e+00,1.109936327007287282e+00
-6.700000000000000178e+00,1.187730834855465378e+00
-6.599999999999999645e+00,1.254496951776194580e+00
-6.500000000000000000e+00,1.164256957308032359e+00
-6.400000000000000355e+00,1.168211334108462562e+00
-6.299999999999999822e+00,1.247066589604631570e+00
-6.200000000000000178e+00,1.093355483193730882e+00
-6.099999999999999645e+00,1.186537832722556418e+00
-6.000000000000000000e+00,1.223641970162038239e+00
-5.900000000000000355e+00,1.258175351206109793e+00
-5.799999999999999822e+00,1.185625757469013219e+00
-5.700000000000000178e+00,1.213914613685393551e+00
-5.599999999999999645e+00,1.177852760326487891e+00
-5.500000000000000000e+00,1.107819842237142804e+00
-5.400000000000000355e+00,1.151922470903789186e+00
-5.299999999999999822e+00,1.179095327821090500e+00
-5.200000000000000178e+00,1.177255721864194138e+00
-5.099999999999999645e+00,1.197191213061080450e+00
-5.000000000000000000e+00,1.177530502343711039e+00
-4.900000000000000355e+00,1.105824101152762307e+00
-4.799999999999999822e+00,1.209434927834648565e+00
-4.700000000000000178e+00,1.224897848195138916e+00
-4.599999999999999645e+00,1.092039117779408208e+00
-4.500000000000000000e+00,1.120333533789995117e+00
-4.400000000000000355e+00,1.249653978959895495e+00
-4.299999999999999822e+00,1.274175886759829845e+00
-4.200000000000000178e+00,1.180701315162220988e+00
-4.099999999999999645e+00,1.260661735625365321e+00
-4.000000000000000000e+00,1.278325325920096622e+00
-3.899999999999999911e+00,1.192178058009297770e+00
-3.799999999999999822e+00,1.234766041358372535e+00
-3.700000000000000178e+00,1.181400365879721637e+00
-3.600000000000000089e+00,1.278630534436023147e+00
-3.500000000000000000e+00,1.288672761133964340e+00
-3.399999999999999911e+00,1.350305493452802930e+00
-3.299999999999999822e+00,1.339174497896525207e+00
-3.200000000000000178e+00,1.321097766533246842e+00
-3.100000000000000089e+00,1.338620545035562603e+00
